dataset,method,window,subject,classes,samples,accuracy,c0,c1,c_ba,ba_converged,i_uniform,itr_c1_bpm,itr_ba_bpm,itr_mi_bpm
JBHI35,EBPRCA,1.4,aggregate,35,1050,0.6238095238095238,5.129283016944966,2.2601209652246546,3.2965085826685434,True,3.076188540379034,71.37224100709436,104.10027103163821,97.14279601196951
JBHI35,EBPRCA,1.6,aggregate,35,1050,0.6628571428571428,5.129283016944966,2.492022920617649,3.4299885283945626,True,3.269868412495504,71.20065487478998,97.99967223984464,93.42481178558583
JBHI35,EBPRCA,1.8,aggregate,35,1050,0.6780952380952381,5.129283016944966,2.585163701504661,3.4885227439553614,True,3.3618016969006566,67.4390530827303,91.00494114666161,87.69917470175626
JBHI35,EBPRCA,2.0,aggregate,35,1050,0.68,5.129283016944966,2.5969134500203643,3.5279392357076484,True,3.3439880468463583,62.32592280048874,84.67054165698356,80.25571312431259
JBHI35,EEG_TDCA,0.2,aggregate,35,1050,0.3352380952380952,5.129283016944966,0.8271426981647467,2.0926498462973733,True,1.7766338217375401,70.8979455569783,179.36998682548915,152.28289900607487
JBHI35,EEG_TDCA,0.4,aggregate,35,1050,0.4685714285714286,5.129283016944966,1.42851184554377,2.5991571062503724,True,2.316995517667813,95.23412303625133,173.2771404166915,154.46636784452087
JBHI35,EEG_TDCA,0.6,aggregate,35,1050,0.5171428571428571,5.129283016944966,1.673613362605329,2.8183140623654057,True,2.616260515477743,91.2880015966543,153.72622158356756,142.7051190260587
JBHI35,EEG_TDCA,0.8,aggregate,35,1050,0.5657142857142857,5.129283016944966,1.9323668792530264,2.9812572908334287,True,2.846883265845114,89.18616365783198,137.59649034615825,131.39461226977448
JBHI35,EEG_TDCA,1.0,aggregate,35,1050,0.6,5.129283016944966,2.123347285990162,3.140354185409816,True,2.9621288829526153,84.93389143960648,125.61416741639263,118.48515531810462
JBHI35,EEG_TDCA,1.2,aggregate,35,1050,0.6190476190476191,5.129283016944966,2.232490051586753,3.24189305909651,True,3.0696319849754183,78.79376652659128,114.41975502693566,108.33995241089713
JBHI35,EEG_TDCA,1.4,aggregate,35,1050,0.6323809523809524,5.129283016944966,2.3102083968459635,3.2843481953594384,True,3.1424645583226396,72.95394937408307,103.71625880082438,99.23572289439915
JBHI35,EEG_TDCA,1.6,aggregate,35,1050,0.6476190476190476,5.129283016944966,2.400381524107717,3.3401737574775203,True,3.2409528396883727,68.58232926022049,95.43353592792914,92.59865256252493
JBHI35,EEG_TDCA,1.8,aggregate,35,1050,0.6676190476190477,5.129283016944966,2.5209667651460026,3.4399908234633703,True,3.3362637676835054,65.76435039511311,89.73889104687053,87.0329678526132
JBHI35,EEG_TDCA,2.0,aggregate,35,1050,0.6657142857142857,5.129283016944966,2.509371595025254,3.4343867596644735,True,3.361455413575315,60.224918280606104,82.42528223194736,80.67492992580756
JBHI35,EFUSIONCA,0.2,aggregate,35,1050,0.2857142857142857,5.129283016944966,0.6322604189138068,2.0322813837506155,True,1.6084860551101214,54.193750192612015,174.1955471786242,137.87023329515327
JBHI35,EFUSIONCA,0.4,aggregate,35,1050,0.4514285714285714,5.129283016944966,1.345264170342292,2.583136533166001,True,2.275897768638453,89.68427802281948,172.20910221106672,151.7265179092302
JBHI35,EFUSIONCA,0.6,aggregate,35,1050,0.5285714285714286,5.129283016944966,1.7332643815119844,2.8747657447261346,True,2.6427966764197786,94.54169353701732,156.80540425778915,144.15254598653337
JBHI35,EFUSIONCA,0.8,aggregate,35,1050,0.5914285714285714,5.129283016944966,2.07494680529227,3.080163392234043,True,2.9116318663275242,95.766775628874,142.1613873338789,134.38300921511652
JBHI35,EFUSIONCA,1.0,aggregate,35,1050,0.6133333333333333,5.129283016944966,2.1995160123299167,3.259474791902337,True,3.0306847220710442,87.98064049319666,130.37899167609348,121.22738888284177
JBHI35,EFUSIONCA,1.2,aggregate,35,1050,0.6476190476190476,5.129283016944966,2.400381524107717,3.359388782651803,True,3.19709967931404,84.71934790968415,118.56666291712247,112.83881221108376
JBHI35,EFUSIONCA,1.4,aggregate,35,1050,0.6838095238095238,5.129283016944966,2.620485187436259,3.5155515980626495,True,3.3827212993833724,82.7521638137766,111.01741888618893,106.82277787526439
